Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3329,309,16,553,102,1879,176,228,192,3137,1
3283,30,13,323,-15,4329,216,212,130,1468,1
2979,282,24,180,46,3211,148,234,222,1318,1
3160,0,14,860,143,1710,199,213,151,2230,1
2696,56,5,0,0,973,224,228,140,1852,1
2853,95,30,120,63,485,251,182,37,514,1
3298,147,21,511,123,1698,243,232,107,1261,1
3068,90,8,480,27,1044,233,227,127,1852,2
2928,26,19,228,75,2337,208,195,117,1978,1
3166,323,19,234,41,3392,170,217,186,1678,1
2405,302,17,210,66,42,169,229,200,582,3
3225,10,7,42,2,5842,213,227,151,1050,1
2706,292,21,95,37,524,158,231,212,454,2
3403,101,9,430,121,2205,235,228,124,2227,1
2959,88,6,277,33,5120,229,230,135,6357,1
3042,22,8,382,47,2325,215,222,144,2145,1
3092,300,9,175,0,4635,195,237,182,3145,1
2510,108,8,446,32,757,235,231,128,3738,2
2712,82,17,285,-15,1434,241,208,92,4008,2
2811,143,7,150,13,3223,231,239,140,6037,2
2203,60,21,242,108,566,231,192,84,819,6
3040,27,13,258,60,1463,214,212,132,2263,2
3045,232,9,459,134,5303,206,248,179,738,2
2307,310,30,162,97,942,124,203,212,671,6
2888,316,29,210,50,212,132,201,203,1616,1
3323,81,38,67,49,1772,239,145,0,745,7
2471,16,6,150,52,212,215,227,149,335,3
3246,341,25,297,108,3855,160,194,168,3541,7
3157,102,29,242,44,780,253,187,40,1618,1
2842,282,19,95,32,2207,164,238,212,2577,2
2662,49,5,342,19,1326,222,228,141,5845,2
3090,248,14,210,14,864,189,250,198,1500,2
2073,68,24,484,112,598,236,186,68,212,3
3013,84,5,124,6,3024,227,231,139,1660,1
2902,32,16,242,17,1530,215,202,119,939,2
2955,72,5,295,16,3529,225,231,141,6049,2
3029,146,12,95,15,1991,236,238,131,1518,2
3198,219,15,524,89,443,202,253,184,2942,2
2847,94,3,30,0,3872,224,234,145,6114,2
2805,70,9,162,1,1207,230,223,125,2559,1
3086,4,4,285,27,1279,215,232,155,1411,2
3252,41,20,644,176,693,218,193,102,2030,2
3185,142,5,170,0,2456,228,239,144,1041,1
2850,334,13,175,46,4105,190,222,171,5232,2
1932,102,39,60,24,67,251,161,0,421,3
2521,121,15,90,-27,1333,244,227,107,1451,3
3031,333,20,42,13,4518,171,210,177,2151,2
2648,182,17,277,56,2885,223,249,153,1945,2
2739,57,24,216,59,228,228,183,75,1905,5
3016,23,14,277,50,2256,212,210,133,2126,1
2128,10,27,90,26,531,178,174,122,481,6
2837,38,11,616,49,900,220,216,129,1567,2
3195,32,11,525,78,947,218,217,134,2226,1
2666,78,17,488,41,882,240,206,91,2736,2
2922,141,12,175,26,4468,238,237,127,6336,2
2770,115,4,270,12,2522,227,236,144,6050,2
2973,245,17,342,60,5267,184,251,202,1579,2
3276,295,17,541,96,691,170,233,203,277,1
2936,72,10,190,27,4790,231,221,122,4116,1
2538,58,15,162,52,1377,230,207,107,1354,6
2884,45,12,277,-43,598,223,214,123,2052,2
2868,32,26,524,238,1129,204,173,93,595,2
2731,111,17,30,6,2264,247,219,95,272,2
2847,220,29,242,145,2704,172,252,201,1024,2
3241,333,16,395,90,2924,181,217,175,618,1
3189,349,18,446,90,1626,184,207,160,2051,1
2966,9,13,755,171,2802,205,213,144,1440,2
3020,173,11,247,55,1398,227,246,149,551,1
2510,47,24,268,15,924,221,182,83,924,2
2552,130,31,570,144,543,252,206,58,1298,3
3155,152,18,564,6,5852,239,237,120,1362,2
3059,146,21,350,36,2735,243,232,106,1431,2
3075,240,9,108,5,1931,203,248,182,541,2
2542,36,6,0,0,283,220,226,142,1862,2
2822,203,25,285,-9,1194,199,253,176,1717,2
2417,316,26,192,96,255,142,207,200,323,3
2968,33,15,134,-16,4595,216,207,123,2394,2
3099,52,6,400,66,218,223,227,140,1252,2
3058,317,11,108,0,3730,191,231,179,1727,1
3236,308,32,0,0,3062,117,201,216,2300,1
2827,111,27,90,52,1974,254,199,54,1590,2
2589,351,7,95,21,1302,207,227,159,4965,2
3225,294,9,95,12,4302,194,238,184,516,1
2810,255,17,30,7,1680,180,249,206,1064,2
2857,239,34,270,148,2395,138,245,227,837,2
2567,68,7,120,22,576,227,226,133,1140,2
3094,256,2,570,9,1116,214,240,163,1120,2
2678,18,7,60,1,1401,215,226,148,351,2
3046,246,17,90,9,2244,184,251,203,469,2
2716,57,15,390,92,1381,229,208,109,553,2
3159,345,7,418,22,1860,206,229,161,666,1
3073,306,8,655,41,926,198,236,178,990,2
2440,82,11,283,82,255,235,220,115,450,3
1904,117,25,67,28,108,253,208,67,987,3
2370,98,23,108,44,1077,250,201,66,1282,6
2944,318,22,182,-31,1357,159,215,194,560,2
3182,272,18,216,34,408,170,242,210,700,1
3018,135,9,256,0,3713,235,236,133,2598,2
2902,324,13,30,6,3674,188,226,178,4987,2
3214,148,16,90,16,1574,239,237,122,1477,2
2232,269,28,124,66,932,139,237,232,469,3
3014,108,14,658,-44,1060,243,223,106,1235,2
2299,171,13,443,5,1308,229,245,146,878,4
3070,324,11,240,57,1055,192,228,176,1410,2
3119,151,6,371,64,3565,228,240,146,990,1
2915,49,14,484,89,2779,225,209,115,3209,2
2906,238,12,424,-69,1114,198,250,189,404,2
2818,295,18,30,7,5237,166,232,205,4583,2
3450,224,27,150,75,3235,174,253,204,1725,1
2216,109,32,242,44,684,254,185,32,700,3
2977,129,17,331,118,5409,246,227,103,847,2
3242,223,15,713,166,6129,200,253,187,2147,2
3253,196,9,430,50,3122,218,248,163,1082,2
2922,308,21,95,30,658,158,222,202,2577,1
2978,47,10,242,30,4095,224,217,127,2024,2
2036,341,21,120,41,180,171,203,168,212,3
3257,146,22,150,19,4179,244,231,105,2367,1
2746,55,11,153,31,1107,227,215,120,2193,2
3178,35,8,400,36,2996,219,223,139,4665,1
2951,197,14,212,43,3907,216,251,167,752,2
2998,297,7,466,-36,1661,201,238,176,1811,2
2601,31,11,30,1,1019,217,216,133,2185,2
3077,14,4,67,1,1282,216,231,153,845,1
2770,72,4,240,19,2550,224,232,144,1744,2
3457,296,29,150,64,2856,127,217,224,2271,1
3545,286,18,212,111,2781,166,236,209,2181,1
2854,69,12,190,9,3009,232,217,115,4360,2
2845,110,5,666,19,660,228,234,140,1320,1
3178,21,13,592,157,4530,211,212,135,2107,1
3067,126,21,150,59,4738,249,221,89,2971,2
2933,315,18,85,15,1481,171,223,191,1565,2
3002,188,10,285,71,2451,221,248,159,1385,2
3205,110,9,659,96,2812,236,230,126,3129,2
3228,200,13,330,41,2077,214,251,169,1747,1
2833,270,24,362,187,1020,150,240,225,1729,2
2641,122,15,162,17,1884,244,227,108,671,2
3099,3,5,0,0,2071,213,230,155,1116,1
3222,38,8,124,23,1129,220,222,137,983,1
2994,16,9,42,7,2580,212,222,146,2280,1
3004,239,13,618,98,5772,195,251,193,4965,2
2693,48,7,67,4,150,223,224,136,933,2
2716,189,8,443,28,541,221,246,160,787,2
2338,46,16,242,87,300,223,204,110,854,2
2998,26,15,469,10,1788,212,205,127,1084,1
2887,51,6,0,0,2289,223,227,139,2755,2
3243,142,16,272,-87,492,241,235,117,3510,2
3160,209,10,295,60,5301,213,249,171,277,2
3021,41,10,134,10,1245,221,219,132,2504,2
2446,122,12,360,103,684,241,230,117,713,3
3164,129,20,255,62,757,249,223,93,612,2
3190,47,10,256,42,5584,224,219,129,2314,2
2811,135,22,150,69,3615,248,224,91,5750,2
3085,356,4,30,0,3913,214,233,157,1954,1
2630,136,23,228,15,1410,248,223,89,732,2
3091,185,12,360,22,924,222,248,157,3132,2
3151,12,6,0,0,552,214,228,151,866,2
3418,27,19,541,203,2181,209,197,119,1894,1
2959,315,11,60,10,4761,191,231,180,5949,2
2736,352,16,30,7,3243,190,211,158,6069,1
3023,104,4,175,1,3479,226,234,143,30,2
3064,243,11,691,65,5663,199,249,187,3502,1
3029,101,17,190,14,3000,246,216,94,573,1
2710,209,13,360,-25,540,209,252,176,721,2
3042,149,12,120,6,806,236,239,131,1518,2
2097,304,22,242,92,295,155,223,206,720,3
3350,117,16,240,17,937,245,224,103,3749,2
2714,356,4,513,83,1332,214,233,157,1648,2
3198,10,11,815,181,1917,208,218,146,2372,1
3174,266,9,540,82,953,197,244,187,870,2
2754,77,12,503,37,642,235,218,113,2696,2
2761,45,7,300,67,1298,222,224,137,942,2
2017,61,33,240,56,283,225,152,34,277,3
3171,35,10,256,32,1982,219,218,134,3008,2
2141,33,30,258,132,457,200,161,80,466,3
3024,85,8,212,23,3796,232,226,126,2501,2
3239,17,20,150,3,1797,199,194,126,4666,1
2892,110,7,0,0,713,233,232,132,2649,1
3095,313,8,150,18,85,198,234,175,1398,1
3079,199,20,390,20,371,209,253,170,1382,2
3250,52,14,616,172,558,226,209,113,2874,2
2826,18,17,342,38,1573,204,201,130,2308,2
2918,49,17,360,105,3275,225,201,104,2295,2
3022,122,9,604,205,2065,235,233,129,2844,2
3202,18,11,361,54,5530,211,217,142,2445,2
2949,294,6,361,43,5719,202,239,176,2467,2
3118,94,11,120,10,2109,237,224,117,2534,1
3224,59,6,309,33,3379,224,228,139,3677,1
2889,52,8,0,0,4883,225,223,133,1527,2
2810,35,16,366,44,1920,216,202,117,899,5
3004,333,3,268,29,3089,212,235,161,6066,1
2853,88,5,30,-6,2912,228,231,137,2739,2
3004,78,11,120,19,2121,234,220,116,1419,2
2796,63,10,60,8,1275,229,221,124,1237,2
3553,41,20,930,141,2580,218,193,102,1539,1
2877,9,6,277,77,3436,214,228,152,1777,3
3365,47,23,272,43,3210,221,183,84,1842,7
3132,127,7,0,0,3583,232,236,136,4876,1
3116,326,5,573,-69,968,206,234,166,1120,2
3233,275,20,277,49,4103,162,240,216,1536,1
3137,50,4,0,0,2047,221,231,146,2568,7
2744,212,26,192,79,1396,189,253,188,1505,2
2352,20,24,361,140,1116,195,180,112,60,3
2880,182,16,60,3,4294,223,249,154,3751,1
3238,27,6,0,0,3398,217,226,145,2007,1
2841,3,13,228,43,3220,201,214,149,408,2
3326,68,3,582,111,2160,222,234,148,2218,1
2933,122,13,60,5,3544,242,229,114,2742,2
3212,276,22,764,140,3583,155,238,220,2125,1
2839,233,16,150,32,1624,191,253,196,912,2
2704,174,23,268,109,1822,226,244,137,1379,2
3182,242,14,120,8,1974,193,250,194,4145,1
2941,29,10,228,-3,742,217,219,137,1557,1
3118,56,14,60,11,1832,228,211,113,1871,2
3271,354,9,351,77,3532,206,225,158,2683,1
2890,304,7,552,43,4089,201,237,175,5712,2
2977,153,2,210,4,2516,222,239,153,1956,2
3323,303,7,591,42,3553,202,237,174,1456,1
3200,218,25,180,42,1860,185,254,195,4171,1
2019,332,26,285,24,335,151,197,181,150,3
2551,54,16,323,15,1189,228,204,105,4119,2
2860,88,7,120,29,2829,231,229,131,2234,2
2571,196,27,120,43,1077,202,250,167,1358,3
2838,5,19,150,17,2135,193,200,142,1556,1
2669,356,16,95,36,1559,192,209,153,2669,2
2972,50,11,789,219,1456,225,216,124,1889,2
3047,298,5,285,64,2506,207,238,170,987,1
3338,291,16,430,70,3268,174,236,202,1698,1
2640,54,9,300,-2,1124,225,221,130,5733,2
2647,354,20,0,0,983,182,200,152,1695,2
3003,8,29,543,-22,684,175,171,122,1209,1
2371,94,23,127,45,1106,249,199,66,1266,6
2975,342,12,576,20,4161,194,221,165,4501,2
2684,337,18,60,16,1253,177,212,172,3227,2
2133,160,30,108,59,270,235,230,102,845,3
3353,217,11,474,74,3502,208,251,178,1489,1
3148,320,18,255,92,3158,172,220,187,2974,1
3276,141,18,541,53,2893,243,233,112,3365,2
2759,346,21,134,58,2914,175,202,162,1892,2
2993,34,11,240,33,2070,219,216,132,997,2
2936,324,9,313,46,4417,198,231,172,5850,2
3023,235,9,175,-32,2270,204,248,181,1044,2
3231,353,6,67,8,3692,210,230,158,1630,1
2765,214,7,365,20,1980,214,247,169,1253,2
3113,39,15,150,7,902,219,206,118,1924,1
3569,52,21,825,157,2669,226,191,90,1544,1
3403,203,7,781,197,1543,217,247,166,1651,7
2733,59,10,481,70,552,228,219,124,2779,2
3166,357,21,335,41,1731,182,197,148,1922,1
3123,147,16,301,69,633,240,237,122,824,2
3306,324,16,592,167,3909,178,221,182,2200,2
2849,293,8,60,10,636,198,239,180,488,1
2889,215,15,212,30,2370,204,253,182,2291,2
3452,116,18,95,21,1699,248,220,93,1747,7
3201,99,5,150,26,3273,228,233,140,4791,1
2737,160,21,454,103,2483,236,239,122,2174,3
2888,41,9,60,8,5066,221,220,133,1242,2
2241,99,28,150,57,1041,252,190,47,1256,4
3039,90,3,170,27,607,224,234,146,1146,2
3248,304,10,67,15,4772,192,235,183,2770,1
2798,17,19,306,101,2697,201,197,128,2006,2
2833,62,24,42,18,1033,232,182,69,335,2
3251,54,25,153,24,4241,225,178,73,2525,7
2984,317,21,339,64,4784,160,217,194,1889,2
2189,2,36,85,50,1224,148,149,120,1448,3
2978,168,10,182,23,5558,228,244,147,2268,1
2600,152,10,150,13,853,233,240,137,2236,2
3061,127,2,457,64,2831,223,237,150,872,1
3273,300,11,459,-1,2574,188,235,188,570,1
2773,75,8,150,-2,1921,230,225,127,2694,5
2904,15,13,272,27,564,208,212,140,1718,2
2991,295,13,834,98,5958,184,236,192,6086,2
3055,120,15,60,14,1187,245,226,106,1533,1
2931,169,26,1134,136,2582,229,240,125,1321,2
3202,24,6,170,12,1395,217,226,146,270,1
2946,297,13,268,31,2881,184,236,192,1533,2
3183,56,5,180,22,1040,224,228,140,2101,1
3146,314,18,190,46,3672,169,223,193,3240,1
3096,62,19,162,55,933,232,196,89,1549,1
2720,101,10,256,27,1398,236,227,121,1801,2
3165,230,8,577,57,5473,208,247,176,1231,2
2975,227,9,426,66,5826,207,249,178,2934,2
3243,90,12,499,116,569,238,221,112,918,7
2834,126,4,242,52,2462,227,237,144,3333,2
2529,68,12,150,16,420,232,216,114,531,2
3086,121,15,247,-9,874,244,227,107,871,1
3054,188,7,693,50,5966,221,245,159,4019,2
2998,14,16,404,3,4422,203,204,135,2960,2
2638,0,2,30,4,1381,216,235,156,124,2
3011,147,16,228,46,3960,239,237,123,2305,2
2782,266,44,240,138,1548,78,214,252,1342,2
2982,79,1,295,17,3650,220,236,152,966,2
3181,297,8,283,35,4755,196,238,181,2457,2
2801,18,11,30,1,3296,211,216,141,5467,2
3351,207,28,525,189,497,189,252,183,1001,1
2103,77,30,511,142,591,241,170,37,300,3
2492,85,12,30,-3,1359,237,220,112,1441,6
3024,338,42,384,243,878,99,145,163,1355,1
2999,45,8,190,15,4000,223,222,134,1513,2
3000,36,18,30,8,618,216,199,112,2429,1
3280,47,9,684,89,5957,223,220,131,2798,2
3110,78,13,0,0,1919,236,216,109,2879,2
3205,44,18,391,143,1080,221,198,105,509,1
2945,353,8,0,0,4659,206,226,158,1262,2
2976,49,4,492,2,2240,222,230,144,2831,1
2911,18,10,450,69,2594,213,220,143,1243,1
3216,120,9,30,-3,2817,236,232,127,752,1
2636,114,20,67,20,1290,250,216,85,582,5
2931,40,7,631,89,2803,221,224,138,1230,1
2748,203,7,30,0,2795,217,247,166,2067,2
2938,356,15,30,6,2093,196,213,154,792,1
3070,164,6,685,36,6232,226,242,150,3212,2
2879,110,15,108,-26,1418,244,223,104,1714,1
2936,123,17,150,47,3810,246,225,101,2571,2
3281,333,3,360,36,5762,212,235,161,636,1
3253,102,10,0,0,1506,238,226,119,2858,1
2579,107,7,30,0,2989,233,232,131,2468,1
2167,102,15,190,33,1356,244,219,100,324,3
3017,193,17,376,50,4584,216,251,164,1595,2
2779,58,15,624,95,503,229,207,106,1195,2
2608,94,27,108,38,1392,250,189,50,295,3
3252,2,6,297,17,5932,212,229,154,942,1
3001,165,12,192,0,4353,230,244,143,732,2
2498,0,11,30,1,1224,203,219,153,4424,2
3044,315,20,553,94,3006,164,220,194,541,1
2978,332,4,108,13,4853,211,235,162,5597,2
2712,315,1,150,-14,1776,216,237,159,4075,2
3071,156,15,256,60,771,235,241,132,1332,2
3072,54,8,553,-102,1500,225,222,130,1063,1
3048,280,27,127,15,2816,137,231,229,1674,1
2849,15,14,335,70,1465,207,210,138,2735,2
3213,156,6,706,29,1167,227,241,148,2165,2
3007,351,6,228,41,3122,209,229,159,1879,2
2832,304,20,277,81,2424,159,225,204,902,2
3171,132,7,90,-8,2379,232,236,136,942,1
2962,238,14,467,62,5942,193,251,194,6204,2
2926,164,18,258,30,5134,233,243,133,4549,2
3027,278,21,390,98,5825,158,238,217,1357,2
2286,228,15,120,24,277,198,253,189,362,3
3330,339,19,210,-1,1574,174,208,171,1956,1
2972,104,15,295,7,4548,244,220,102,3475,2
3258,263,18,384,47,3154,172,246,211,1140,2
2773,164,6,0,0,918,226,242,150,3148,1
3195,261,5,514,83,1214,209,242,172,2060,2
2840,117,10,42,0,4708,237,231,125,4639,2
3317,299,14,743,47,3331,180,234,194,1008,1
2894,78,13,120,30,3048,237,215,106,2563,2
3237,57,15,485,121,4994,229,208,109,2733,1
3523,188,2,297,89,2873,219,240,157,1943,1
3119,346,10,741,-25,4279,200,223,162,3733,1
2901,278,7,170,13,1279,202,241,179,1695,1
2514,28,32,67,37,895,190,154,81,1345,2
2878,24,10,268,36,2463,215,218,140,1121,1
2743,31,7,30,0,1705,218,225,143,2097,1
2922,243,10,391,-53,1159,201,248,184,362,2
2926,198,13,127,30,5019,216,251,167,1350,2
3034,170,14,792,128,5671,229,245,145,3174,2
2667,149,10,566,-10,685,233,240,137,1337,3
3143,59,12,150,11,642,229,215,117,5284,1
2686,333,25,42,17,2435,155,199,178,2163,2
2858,121,13,30,5,1505,241,229,116,2345,1
3277,50,18,870,161,1690,225,197,99,2899,1
2580,211,23,175,64,966,195,254,185,1663,3
3363,281,7,892,164,949,200,241,180,845,1
3195,100,15,134,0,2269,244,218,100,2234,1
2763,139,4,309,28,1530,227,238,146,2463,2
2929,69,8,162,1,860,229,224,128,2307,2
3194,54,11,150,4,1199,226,217,123,1359,1
2997,297,19,534,20,4970,162,230,206,361,2
3230,33,13,60,11,1358,217,212,128,2491,1
2775,204,9,277,34,3993,215,249,168,1898,2
3208,45,2,631,66,2760,220,234,150,4919,1
3199,153,15,0,0,3226,237,240,130,840,1
3096,81,19,120,23,1440,242,204,85,1358,1
2847,358,15,481,156,2479,195,210,152,2143,2
2658,79,15,300,23,1140,238,212,101,1130,2
3059,15,18,871,190,2575,201,199,131,1711,2
3003,90,21,300,-38,591,247,202,74,571,1
2909,55,8,60,3,4696,225,223,132,1634,2
3229,228,6,420,108,430,211,246,172,649,1
3157,25,28,268,81,1092,194,169,98,767,1
2841,207,24,306,-4,1590,197,254,181,900,2
3117,349,2,256,36,1173,215,235,158,2774,2
3352,346,18,443,43,3609,182,208,163,3416,7
2641,147,21,90,-26,2681,243,232,107,1825,2
3183,142,14,85,12,3852,240,236,122,1894,2
2877,354,12,85,14,3119,200,218,156,2737,2
2922,351,14,218,-9,4506,195,215,158,1797,2
2969,155,11,573,26,2835,233,241,139,2375,2
3016,351,15,108,26,1584,193,214,159,1396,2
2463,51,25,127,40,700,223,176,73,735,2
2846,51,12,598,20,870,226,214,120,1531,2
2886,223,27,300,66,1146,175,253,203,85,2
2910,302,9,0,0,2372,194,236,181,234,1
3133,34,16,514,52,1554,216,203,118,3510,1
2685,54,16,446,8,751,228,204,105,907,2
3225,154,7,300,23,2620,229,241,145,1240,2
3483,191,15,799,147,3966,218,251,162,3007,7
2991,152,8,510,65,5289,230,240,142,6383,2
3249,307,7,283,12,4298,200,236,176,600,1
3378,81,12,216,29,2711,236,219,112,1634,7
3011,85,22,67,23,4414,245,198,71,2589,2
3021,223,9,192,-14,2377,209,249,176,1187,2
3130,338,8,433,35,1366,204,229,165,1110,2
3210,245,24,242,53,1167,165,250,217,1406,1
3409,55,22,201,17,3515,227,186,81,2656,7
3000,138,7,404,83,4328,231,238,139,2054,2
3205,70,15,153,44,1570,235,209,101,2318,1
2784,7,16,234,-22,1242,198,206,143,2078,6
2881,28,12,270,27,1961,215,213,133,2800,2
3249,105,20,150,35,2553,249,212,82,2766,1
3228,9,12,1082,210,4039,206,215,146,2407,1
2881,359,13,658,94,3129,199,215,152,1507,2
2901,24,15,30,7,2389,211,208,130,1727,1
2754,333,14,85,16,1600,188,222,172,1984,2
2685,58,26,30,3,1627,228,176,64,1183,2
2991,50,12,85,11,4245,225,214,121,931,1
2778,31,16,0,0,845,214,203,120,421,1
3560,108,36,450,167,2449,253,174,15,3611,7
2726,36,4,600,109,1136,220,230,147,819,2
3137,220,15,492,62,3242,201,253,185,1825,2
2125,11,31,30,15,904,173,163,113,295,3
2792,58,9,323,98,1425,227,221,127,805,2
3176,232,20,558,109,6055,184,254,201,1761,2
3032,145,19,323,112,1266,243,233,112,3204,1
2544,86,7,247,-16,1020,230,229,132,531,2
2709,291,9,60,9,1790,194,239,184,674,5
2975,225,12,324,62,4153,204,251,183,2282,2
3260,50,18,0,0,5883,225,199,101,644,1
2988,60,9,480,62,5227,227,221,127,6376,2
2885,304,18,323,30,964,166,228,200,1928,1
2200,345,36,134,82,591,126,159,155,306,3
3154,315,30,376,50,1422,127,200,205,3000,1
3153,18,9,443,37,1894,213,220,144,2670,1
1907,353,32,124,55,95,150,168,144,630,6
2982,286,7,408,-7,3444,201,240,179,5592,2
3070,13,13,268,43,3439,207,214,142,5088,2
3003,291,8,495,27,5417,197,239,181,1387,2
2673,82,8,175,17,1812,232,225,126,1779,3
3297,73,27,108,-9,2455,239,178,52,4138,1
3154,314,19,641,243,5447,164,221,195,1057,2
3069,2,14,404,22,1307,199,212,149,1939,1
2847,28,16,228,73,3957,212,203,123,5625,1
2769,99,30,85,51,2030,252,183,36,693,2
2784,243,26,534,260,1091,159,250,220,1634,2
3171,117,15,618,-5,648,244,225,106,890,1
2978,217,18,192,73,2707,198,254,187,1784,2
2954,61,6,218,-3,5554,225,228,137,2121,1
3524,252,21,335,173,3377,168,249,216,1282,1
2922,282,7,402,22,5485,201,241,179,3922,2
2732,23,19,170,37,1639,205,195,121,1205,2
3419,261,15,942,236,4740,182,247,203,2918,7
2905,314,22,362,156,3711,158,217,198,1107,2
2926,251,10,150,-4,1738,198,247,187,957,2
2644,31,8,339,25,342,218,222,140,1784,2
3212,213,8,108,11,5616,213,248,171,1040,1
3124,99,12,256,33,1557,240,222,110,3395,1
3173,108,19,201,68,1120,248,215,88,2236,1
3048,338,16,210,7,1902,183,216,170,1693,2
3299,62,13,127,2,2766,230,214,114,1695,7
2982,149,8,553,65,5562,231,240,140,2704,2
2376,106,18,108,10,607,248,215,89,722,3
3143,67,8,60,-19,1513,228,224,129,1390,2
3259,315,12,162,43,4651,188,230,182,2671,1
3378,25,11,524,108,1140,215,216,137,2707,1
3204,15,11,765,80,2064,210,216,142,2372,1
3216,161,15,90,18,1600,234,242,135,1505,2
3099,336,22,324,54,3866,165,203,175,713,1
3018,201,16,760,112,2970,212,252,171,1950,2
3184,351,18,324,84,3586,186,207,158,3332,1
3252,149,8,256,52,2973,231,240,140,258,1
2729,54,8,150,11,2197,225,223,131,6734,2
3197,180,13,295,106,3723,224,248,153,595,2
2993,122,6,497,73,2003,230,235,138,1213,1
3114,257,11,124,13,5550,193,247,192,3038,2
2944,340,6,42,-4,1924,207,231,163,1529,1
3423,312,12,256,29,5069,188,231,183,3992,7
3455,291,18,255,8,1405,167,234,206,1790,7
3186,131,5,42,4,4237,228,237,143,811,1
3114,343,10,150,32,1956,200,225,163,994,1
3469,275,27,300,118,3520,139,235,229,1237,1
3201,28,7,67,14,1401,218,225,143,2577,1
3305,304,18,127,23,2056,169,228,199,2407,1
3010,59,1,0,0,5306,220,235,152,2355,1
3324,60,13,270,25,4242,230,212,113,1298,1
2861,30,16,212,48,2991,213,203,121,1921,2
2721,37,24,240,90,1214,211,180,93,1929,2
2513,62,12,0,0,170,230,215,115,674,2
3092,55,10,720,38,2490,226,220,127,2165,1
2991,35,21,630,223,1822,213,189,104,2163,1
2954,213,26,339,161,3070,187,253,190,1550,2
2658,129,17,467,18,703,246,227,103,474,3
2688,30,5,108,37,2310,218,228,146,764,1
3093,26,12,190,75,4957,214,214,134,2064,1
3255,327,8,124,27,1530,200,231,170,785,1
2695,121,8,30,-3,2440,235,233,130,2201,2
2792,112,14,134,39,1982,244,224,106,806,5
2891,319,17,85,21,1741,174,222,187,2313,1
2932,207,27,379,123,1777,191,252,182,860,2
3197,162,9,0,0,4236,229,243,145,3268,1
3216,40,8,234,-1,1914,221,222,135,870,1
1910,97,28,67,41,95,251,188,46,1015,3
2669,218,8,0,0,1892,211,248,173,2431,2
2994,23,20,335,135,1554,204,192,118,3048,1
3440,88,14,708,207,2234,241,215,101,1493,7
2797,34,11,150,6,2920,219,217,133,4701,2
3321,174,15,323,62,3127,228,246,147,1320,1
3180,163,24,120,-16,2377,234,238,120,3287,1
2706,216,23,60,5,2658,190,254,191,1006,2
3042,324,27,595,152,3384,143,200,191,1706,2
2030,347,36,201,146,210,129,157,150,42,3
2559,18,3,335,17,1198,217,233,153,1302,3
2636,151,25,108,41,1710,242,230,101,1165,2
2990,66,16,67,13,2542,234,206,98,1754,2
3198,322,14,153,19,4522,184,226,181,1626,1
3149,45,8,30,-1,2467,223,223,135,2755,1
3198,4,12,330,61,1414,204,216,149,108,1
3199,77,5,335,17,5060,227,230,138,2263,2
2724,349,20,85,22,1565,178,202,159,1265,5
3003,207,6,300,-52,2195,216,246,166,1106,2
2971,63,13,67,-22,655,231,212,111,2249,2
2930,296,14,134,33,3671,179,235,196,4793,2
2205,294,14,60,46,1187,179,236,196,854,3
2958,162,13,379,38,4920,232,243,140,2751,2
3246,45,8,190,20,4526,223,222,134,1431,1
3031,74,9,424,-2,4107,231,223,125,3476,2
3183,131,10,324,-2,994,237,235,128,2473,1
3356,6,9,484,108,725,210,223,151,1839,7
2741,32,33,60,39,2045,193,151,73,824,2
2923,180,8,360,47,3454,223,245,155,3684,2
3234,173,11,342,34,3169,227,245,149,390,2
3104,243,22,658,167,6150,171,251,213,1507,1
3429,111,21,376,191,3744,251,211,78,3355,7
3159,258,22,255,52,3756,163,247,219,1356,1
2727,313,9,342,-30,1533,197,234,177,1362,2
2861,67,9,350,52,2192,229,222,125,2702,2
3093,239,1,450,69,371,216,240,161,1448,2
2921,82,15,120,24,3820,239,213,100,5125,1
3126,20,6,90,5,2419,216,227,148,2203,1
3009,251,16,190,30,5780,184,249,202,1945,1
2741,25,14,60,17,1207,213,210,131,2051,1
3103,354,7,240,34,537,208,227,157,1561,2
2823,42,7,534,35,902,221,225,138,1475,1
3067,15,11,170,12,2623,211,218,143,2902,2
2969,332,19,391,63,3212,171,212,178,1591,1
3062,89,31,324,136,1888,248,173,30,2964,1
2945,50,11,201,26,4635,225,216,124,6053,2
2411,112,27,180,74,339,254,199,53,816,3
3158,107,5,120,18,908,229,234,139,2170,1
2983,221,9,339,88,560,210,249,175,1593,2
2964,289,14,484,8,1579,179,238,198,1273,2
2924,203,8,466,48,3509,216,247,166,3818,2
2982,72,9,242,19,2259,231,222,123,2548,2
3070,119,12,564,71,5468,241,229,116,3234,2
2753,28,10,150,19,630,216,217,136,2298,2
3015,94,3,42,0,3001,224,234,145,497,1
3034,34,5,270,26,2420,219,228,145,871,1
3069,346,22,765,306,900,172,199,161,1602,2
3223,165,11,162,29,3252,230,244,144,1236,2
3373,16,13,488,83,2289,208,213,140,1566,1
3033,252,9,391,100,3182,200,247,185,1020,2
3346,181,12,335,-33,3159,224,247,155,384,1
3195,45,3,277,17,5523,220,233,150,2876,2
3277,101,5,153,10,4998,228,233,139,513,2
